DOI,Year,Title,Journal
10.1016/B978-0-323-90231-1.00001-7,2022,Chapter Seven: Data-driven machine learning solutions to real-time ROP prediction,Methods for Petroleum Well Optimization
10.1016/B978-0-12-819726-4.00104-6,2022,Multiscale Data Driven Methodology for Accelerating Qualification and Certification of Additively Manufactured Parts,Encyclopedia of Materials: Metals and Alloys
10.1016/B978-0-323-99864-2.00017-2,2022,13: Data-driven machine learning: A new approach to process and utilize biomedical data,Predictive Modeling in Biomedical Data Mining and Analysis
10.1016/B978-0-12-821122-9.00005-1,2022,Chapter 1: From smart city to data-driven city,Implementing Data-Driven Strategies in Smart Cities
10.1016/B978-0-12-821122-9.00012-9,2022,Chapter 5: Enabling technologies for data-driven cities,Implementing Data-Driven Strategies in Smart Cities
10.1016/B978-0-323-98826-1.00006-5,2022,6: Building as a control system,Sustainability and Health in Intelligent Buildings
10.1016/B978-0-323-91918-0.00006-2,2022,Chapter 17: Seismic rock physics and machine learning for deepwater stratigraphic intervals,Deepwater Sedimentary Systems
10.1016/B978-0-323-98826-1.00002-8,2022,2: Building as a living system,Sustainability and Health in Intelligent Buildings
10.1016/B978-0-12-821797-9.00004-0,2022,Chapter 5: Building performance simulation tools,Construction 4.0
10.1007/s12205-022-1984-2,2022,Determinants of Electricity Consumption of Energy-Vulnerable Group Using Ensemble Gradient-Boosting Algorithm,KSCE Journal of Civil Engineering
10.1016/B978-0-12-821797-9.00008-8,2022,Chapter 10: Building automation systems,Construction 4.0
10.1016/B978-0-12-818234-5.00148-6,2022,"10.06: Modeling Nearshore, Barrier, Cliff, and Coastline Morphodynamics",Treatise on Geomorphology
10.1016/B978-0-323-85539-6.00007-X,2022,"Chapter 11: Urban heat island effect in India: assessment, impacts, and mitigation",Global Urban Heat Island Mitigation
10.1016/B978-0-323-98826-1.00005-3,2022,5: Building as a human-cyber-physical system,Sustainability and Health in Intelligent Buildings
10.1016/B978-0-323-85539-6.00008-1,2022,Chapter 13: Air quality and heat-related health impacts of increasing urban greenery cover,Global Urban Heat Island Mitigation
10.1016/B978-0-323-89861-4.00031-2,2022,Chapter 1: Predicting dissolved oxygen concentration in river using new advanced machines learning: Long-short term memory (LSTM) deep learning,Computers in Earth and Environmental Sciences
10.1016/B978-0-08-102696-0.00001-4,2022,18: Deep learning and data analytics for assessing seismic performance of civil infrastructures,Sensor Technologies for Civil Infrastructures
10.1016/B978-0-323-91228-0.00006-9,2022,Chapter 8: Advanced renewable dispatch with machine learning-based hybrid demand-side controller: The state of the art and a novel approach,Sustainable Developments by Artificial Intelligence and Machine Learning for Renewable Energies
10.1016/B978-0-12-819727-1.00084-4,2022,3.11: Modeling and Simulation of Passive and Active Solar Thermal Systems,Comprehensive Renewable Energy
10.1016/B978-0-12-821797-9.00013-1,2022,Chapter 3: Building digital revolution,Construction 4.0
10.1016/B978-0-12-821797-9.00012-X,2022,Chapter 12: Smart buildings and smart cities,Construction 4.0
10.1016/B978-0-12-822477-9.00013-9,2022,3: Urban overheating mitigation through facades: the role of new and innovative cool coatings,Rethinking Building Skins
10.1016/B978-0-323-99877-2.00019-9,2022,Chapter 1: Energy-efficient building technologies,Advanced Nanomaterials and Their Applications in Renewable Energy
10.1016/B978-0-12-819166-8.00121-3,2022,"Machine Learning for Understanding Inland Water Quantity, Quality, and Ecology",Encyclopedia of Inland Waters
10.1016/B978-0-12-820352-1.00171-1,2022,Machine Learning Guided Optimization of Biomimetic Polymeric Lattice Structures,Encyclopedia of Materials: Plastics and Polymers
10.1016/B978-0-12-821797-9.00001-5,2022,Chapter 2: Holistic building design approach,Construction 4.0
10.1016/B978-0-12-821074-1.00005-0,2022,Chapter Thirteen: Surrogate model-driven bio-inspired optimization algorithms for large-scale and high-dimensional problems,Biomimicry for Aerospace
10.1016/B978-0-12-822129-7.00001-2,2022,Chapter 1: Developing strategies for improving sustainable and smart buildings,Building Automation and Digital Technologies
10.1016/B978-0-323-85539-6.00016-0,2022,"Chapter 17: Impact of urban cool strategies on energy performance of HVAC systems in a dense urban district of a Mediterranean city, Beirut, Lebanon",Global Urban Heat Island Mitigation
10.1007/s12205-022-1656-2,2022,"A Hybrid Physical and Machine Learning Model for Assessing Landslide Spatial Probability Caused by Raising of Ground Water Table and Earthquake in Atsuma, Japan — Case Study",KSCE Journal of Civil Engineering
10.1111/pirs.12652,2022,Quantifying walking capability: a novel aggregated index based on spatial perspective and analyses,Papers in Regional Science
10.1016/B978-0-12-819727-1.00094-7,2022,3.19: Passive Solar Architecture,Comprehensive Renewable Energy
10.1016/B978-0-12-822477-9.00007-3,2022,6: Embedding intelligence to control adaptive building envelopes,Rethinking Building Skins
10.1016/B978-0-323-85597-6.00016-1,2022,Chapter 20: Modeling of grains sun drying: from theoretical methods to intelligent systems,Current Trends and Advances in Computer-Aided Intelligent Environmental Data Engineering
10.1016/B978-0-323-85597-6.00020-3,2022,Chapter 9: Application of deep learning and machine learning methods in water quality modeling and prediction: a review,Current Trends and Advances in Computer-Aided Intelligent Environmental Data Engineering
10.1007/s12205-022-1424-3,2022,Presenting a Hybrid Scheme of Machine Learning Combined with Metaheuristic Optimizers for Predicting Final Cost and Time of Project,KSCE Journal of Civil Engineering
10.1016/B978-0-12-822477-9.00022-X,2022,"15: Inverse design for advanced building envelope materials, systems and operation",Rethinking Building Skins
10.1016/B978-0-12-821139-7.00193-8,2022,Regulating Ecosystem Services – Forests and Climate Regulation,Imperiled: The Encyclopedia of Conservation
10.1016/B978-0-12-823296-5.00002-2,2022,Chapter 17: Nanostructures encapsulated phase-change materials for sustained thermal energy storage in concrete,Green Nanomaterials for Industrial Applications
10.1016/B978-0-323-90616-6.00009-9,2022,9: The main utilization forms and current developmental status of geothermal energy for building cooling/heating in developing countries,Utilization of Thermal Potential of Abandoned Wells
10.1016/B978-0-12-823521-8.00003-7,2022,Chapter 5: Engineering systems fault detection methods,Reliability Analysis and Asset Management of Engineering Systems
10.1007/s12205-022-0451-4,2022,A Machine Learning Based Method for Real-Time Queue Length Estimation Using License Plate Recognition and GPS Trajectory Data,KSCE Journal of Civil Engineering
10.1016/B978-0-12-820564-8.00014-2,2022,Chapter 2: Bayesian Statistical Modeling Using JAGS,Integrated Population Models
10.1016/B978-0-323-85626-3.00009-0,2022,"Chapter 11: Smart grid metering: security, privacy, and open challenges",Sustainable Networks in Smart Grid
10.1016/B978-0-12-822295-9.00003-0,2022,Chapter 8: Prediction of acoustic velocities using machine learning and rock physics,Advances in Subsurface Data Analytics
10.1007/s12205-021-0746-x,2022,A BIM-Based Approach to Automated Prefabricated Building Construction Site Layout Planning,KSCE Journal of Civil Engineering
10.1016/B978-0-12-824071-7.00004-4,2022,6: Seismic fragility analysis of steel building portfolios based on mathematical models,Seismic Vulnerability Assessment of Civil Engineering Structures At Multiple Scales
10.1016/B978-0-12-819727-1.00086-8,2022,3.20: Urban Heat Island and Advanced Mitigation Technologies,Comprehensive Renewable Energy
10.1016/B978-0-12-818234-5.00149-8,2022,1.11: Machine Learning for Environmental Sensing,Treatise on Geomorphology
10.1016/B978-0-12-818562-9.00001-7,2022,Chapter 11: Full-waveform inversion of seismic data,Interpreting Subsurface Seismic Data
10.1016/B978-0-12-824054-0.00025-3,2022,Chapter 14: Fuzzy-machine learning models for the prediction of fire outbreaks: A comparative analysis,Artificial Intelligence and Machine Learning for EDGE Computing
10.1007/s12205-022-1906-3,2022,Study on Partial Factors and Combination Value Coefficients for Uniform Temperature Action of Large-Span Structures,KSCE Journal of Civil Engineering
10.1016/B978-0-323-85214-2.00014-8,2022,"Chapter 10: Sensors make sense: Functional genomics, deep learning, and agriculture",Deep Learning for Sustainable Agriculture
10.1016/B978-0-12-819727-1.00001-7,2022,3.01: Solar Thermal Systems: Components and Applications—Introduction,Comprehensive Renewable Energy
10.1016/B978-0-323-90769-9.00009-8,2022,17: Applications of Building Information Modeling for COVID-19 spread assessment due to the organization of building artifacts,Data Science for COVID-19
10.1016/B978-0-12-824038-0.00008-0,2022,Chapter 2: Machine learning–enabled cognitive approaches for handling IoT-based environmental data,Cognitive Data Models for Sustainable Environment
10.1016/B978-0-12-823941-4.00021-4,2022,Chapter 8: Spatial design of energy self-sufficient communities,Artificial Intelligence in Urban Planning and Design
10.1016/bs.acdb.2021.12.002,2022,Chapter Seven: Computational approaches to understanding interaction and development,Advances in Child Development and Behavior
10.1016/B978-0-12-824277-3.00001-3,2022,"Chapter 6: Physical, Social and Energy Analysis",Sustainable Energy Transition for Cities
10.1016/B978-0-323-85597-6.00015-X,2022,Chapter 11: A long short-term memory deep learning approach for river water temperature prediction,Current Trends and Advances in Computer-Aided Intelligent Environmental Data Engineering
10.1016/B978-0-12-822477-9.00038-3,2022,"5: Advanced fenestration—technologies, performance and building integration",Rethinking Building Skins
10.1016/S2542-5196(22)00138-3,2022,Small-area assessment of temperature-related mortality risks in England and Wales: a case time series analysis,The Lancet Planetary Health
10.1016/B978-0-323-90789-7.00002-6,2022,Chapter One: Machine learning and its applications,Smart Electrical and Mechanical Systems
10.34133/2022/9768253,2022,"Unsupervised Plot-Scale LAI Phenotyping via UAV-Based Imaging, Modelling, and Machine Learning",Plant Phenomics
10.1016/B978-0-12-821122-9.00001-4,2022,"Chapter 2: Governance, decision-making, and strategy for urban development",Implementing Data-Driven Strategies in Smart Cities
10.1016/B978-0-12-817784-6.00025-4,2022,Chapter 18: Sensing systems for smart building occupant-centric operation,The Rise of Smart Cities
10.1016/B978-0-323-91910-4.00004-2,2022,"Chapter 4: Fuzzy logic modeling of groundwater potential in Marinduque, Philippines",Current Directions in Water Scarcity Research
10.1016/B978-0-12-815732-9.00024-3,2022,Computational Modeling of Thermal Phenomena in Nanomaterials for Building Applications,Encyclopedia of Smart Materials
10.1016/B978-0-323-91228-0.00011-2,2022,Chapter 10: Agent-based peer-to-peer energy trading between prosumers and consumers with cost-benefit business models,Sustainable Developments by Artificial Intelligence and Machine Learning for Renewable Energies
10.1016/B978-0-12-822477-9.00018-8,2022,7: Biomimetic adaptive building skins: design and performance,Rethinking Building Skins
10.1016/B978-0-12-822477-9.00005-X,2022,22: Facades-as-a-Service: a business and supply-chain model for the implementation of a circular façade economy,Rethinking Building Skins
10.1016/B978-0-12-819723-3.00008-1,2022,Active PCM-Based Thermal Energy Storage in Buildings,Encyclopedia of Energy Storage
10.1016/B978-0-12-816341-2.00010-1,2022,Chapter 3: CTDA methodology,Quantitative Analysis and Modeling of Earth and Environmental Data
10.1016/B978-0-323-98826-1.00009-0,2022,9: Urbanization as an intelligent system,Sustainability and Health in Intelligent Buildings
10.1016/B978-0-12-816341-2.00011-3,2022,Chapter 12: DIA models,Quantitative Analysis and Modeling of Earth and Environmental Data
10.1016/B978-0-323-85539-6.00010-X,2022,Chapter 16: Investigating the intra-urban urban heat island effect for two subtropical mega-urban regions in China by adopting local climate zone,Global Urban Heat Island Mitigation
10.1016/B978-0-12-824054-0.00028-9,2022,Chapter 22: Hybrid deep learning neuro-fuzzy networks for industrial parameters estimation,Artificial Intelligence and Machine Learning for EDGE Computing
10.1016/B978-0-323-85534-1.00021-0,2022,6: Use of AI and machine learning techniques in knitting,Advanced Knitting Technology
10.1016/B978-0-12-821797-9.00017-9,2022,Index,Construction 4.0
10.1016/B978-0-32-385787-1.00020-8,2022,Chapter 15: Deep learning for vision-based navigation in autonomous drone racing,Deep Learning for Robot Perception and Cognition
10.1016/B978-0-323-89861-4.00026-9,2022,"Chapter 29: Landslide spatial modeling using a bivariate statistical method in Kermanshah Province, Iran",Computers in Earth and Environmental Sciences
10.1016/B978-0-12-822129-7.00003-6,2022,Chapter 3: Creativity and innovation in building automation systems,Building Automation and Digital Technologies
10.1016/B978-0-32-385227-2.00009-7,2022,Chapter Two: Machine learning for long-haul optical systems,Machine Learning for Future Fiber-Optic Communication Systems
10.1016/B978-0-12-819130-9.00035-8,2022,Chapter 34: Modeling and simulation for connected and automated vehicle (CAV) deployment and performance evaluation,Smart Cities Policies and Financing
10.1016/B978-0-12-821797-9.00011-8,2022,Chapter 1: Toward a new building era,Construction 4.0
10.1016/B978-0-12-819727-1.00101-1,2022,"1.10: Solar Radiation Resource: Measurement, Modeling, and Methods",Comprehensive Renewable Energy
10.1016/B978-0-323-90789-7.00006-3,2022,Chapter Thirteen: Short-term load forecasting in the presence of grid uncertainties using new methods based on deep learning,Smart Electrical and Mechanical Systems
10.1016/B978-0-323-91910-4.00020-0,2022,"Chapter 20: Prophecy of groundwater fluctuation through SVM-FFA hybrid approaches in arid watershed, India",Current Directions in Water Scarcity Research
10.1016/B978-0-323-91135-1.00001-8,2022,19: Community energy design models in Brazil: from niches to mainstream,Energy Communities
10.1016/B978-0-12-824277-3.00009-8,2022,Chapter 9: Net-Zero Energy City Planning,Sustainable Energy Transition for Cities
10.1016/B978-0-12-817784-6.00015-1,2022,Chapter 9: On-board monitoring for smart assessment of railway infrastructure: A systematic review,The Rise of Smart Cities
10.1016/B978-0-323-95416-7.00011-0,2022,Chapter 8: Artificial intelligence driven by machine learning & deep learning,Transcranial Magnetic and Electrical Brain Stimulation for Neurological Disorders
10.1016/B978-0-323-98826-1.00003-X,2022,3: Building as an energy system,Sustainability and Health in Intelligent Buildings
10.1016/B978-0-323-91135-1.00017-1,2022,6: The “virtual” model for collective self-consumption in Italy,Energy Communities
10.1016/bs.adcom.2022.02.007,2022,Chapter Ten: A smart framework through the Internet of Things and machine learning for precision agriculture,Advances in Computers
10.1016/B978-0-323-85206-7.00007-1,2022,8: Airborne bacteria and sick building syndrome (SBS),"Viruses, Bacteria and Fungi in the Built Environment"
10.1016/B978-0-323-98826-1.00008-9,2022,8: Building as a hygiene system,Sustainability and Health in Intelligent Buildings
10.1016/B978-0-323-91699-8.00006-1,2022,Chapter six: Renewable energy system for industrial internet of things model using fusion-AI,Applications of AI and IOT in Renewable Energy
10.1016/B978-0-12-820625-6.00001-3,2022,Chapter 10: Polygeneration systems in buildings,Polygeneration Systems
10.1016/B978-0-12-823567-6.00008-2,2022,Chapter 8: Building Mental Models: Why We Present with Visualizations,Visual Thinking for Information Design
10.1016/B978-0-323-85539-6.00004-4,2022,Chapter 15: Surface urban heat islands in 33 medium-sized cities across different climates in Chile,Global Urban Heat Island Mitigation
10.1016/B978-0-323-88464-8.00008-7,2022,Chapter 16: Biosensors for healthcare: an artificial intelligence approach,Biosensors for Emerging and Re-Emerging Infectious Diseases
10.1016/B978-0-323-91748-3.00005-7,2022,Chapter 4: Stochastic modeling,Stochastic Modeling
10.1016/B978-0-323-89861-4.00038-5,2022,Chapter 45: Landslide susceptibility mapping along the Thimphu-Phuentsholing highway using machine learning,Computers in Earth and Environmental Sciences
10.1016/B978-0-323-95112-8.00027-1,2022,"Chapter 27: Artificial intelligence, machine learning, and deep learning driving big data",Knowledge is Power in Four Dimensions: Models to Forecast Future Paradigm
10.1016/B978-0-323-85539-6.00003-2,2022,Chapter 1: Mapping and management of urban shade assets: a novel approach for promoting climatic urban action,Global Urban Heat Island Mitigation
10.1016/B978-0-12-820793-2.00009-4,2022,"Chapter five: Solar energy modelling and forecasting using artificial neural networks: a review, a case study, and applications",Artificial Neural Networks for Renewable Energy Systems and Real-World Applications
10.1016/B978-0-12-821797-9.00009-X,2022,Chapter 6: Advanced digital design tools and methods,Construction 4.0
10.1016/B978-0-12-821053-6.00002-3,2022,Chapter 6: Biomimicry for natural and synthetic composites and use of machine learning in hierarchical design,"Biomimicry for Materials, Design and Habitats"
10.1016/bs.mcps.2022.05.001,2022,Chapter Sixteen: Use of digital twins for process safety management,Methods in Chemical Process Safety
10.1016/B978-0-12-824277-3.00003-7,2022,Chapter 3: Net-Zero Energy City,Sustainable Energy Transition for Cities
10.1016/B978-0-323-98826-1.09993-2,2022,Index,Sustainability and Health in Intelligent Buildings
10.1016/B978-0-12-820308-8.00007-6,2022,Chapter 3: Evaluation of climate model performance,Climate Change in the Anthropocene
10.1016/B978-0-32-385783-3.00016-8,2022,Chapter 7: Algorithm and hardware codesign of sparse binary network on-chip,Deep Learning on Edge Computing Devices
10.1016/B978-0-444-53353-1.00011-0,2022,Chapter 10: Conclusions,Principles of Sequence Stratigraphy
10.1016/B978-0-323-88449-5.00009-7,2022,"Chapter 12: Indoor air pollution, occupant health, and building system controls—a COVID-19 perspective",Hybrid and Combined Processes for Air Pollution Control
10.1016/B978-0-323-99878-9.00016-9,2022,Chapter Fifteen: Modeling of cyber threat analysis and vulnerability in IoT-based healthcare systems during COVID,Lessons from COVID-19
10.1016/B978-0-12-818721-0.00020-3,2022,Chapter 10: Combining machine-learned regression models with Bayesian inference to interpret remote sensing data,Machine Learning for Planetary Science
10.1016/B978-0-12-816513-3.00009-5,2022,Chapter 2.2: Status analysis and building diagnosis prior to the application of internal insulation; practical implementation of the results obtained; some examples,Energy-Efficient Retrofit of Buildings by Interior Insulation
10.1016/B978-0-12-823015-2.00014-5,2022,26: Applications of AI and possibilities for process control,Industrial Tomography
10.1016/B978-0-323-91228-0.00013-6,2022,Chapter 3: IoET-SG: Integrating internet of energy things with smart grid,Sustainable Developments by Artificial Intelligence and Machine Learning for Renewable Energies
10.1016/B978-0-12-822129-7.00002-4,2022,Chapter 2: The disciplines of architectural design and construction technology,Building Automation and Digital Technologies
10.1016/B978-0-12-821053-6.00015-1,2022,Chapter 16: A case study in biomimetic roofing: Moisture dissipation from leaf-shaped shingles,"Biomimicry for Materials, Design and Habitats"
10.1016/B978-0-323-85214-2.00009-4,2022,Chapter 13: Prediction of paddy cultivation using deep learning on land cover variation for sustainable agriculture,Deep Learning for Sustainable Agriculture
10.1016/B978-0-323-98826-1.00004-1,2022,4: Building as a smart system,Sustainability and Health in Intelligent Buildings
10.1016/B978-0-12-822654-4.00001-4,2022,Chapter 14: Computational modeling and tools in biosciences: bioinformatics approach,Analytical Techniques in Biosciences
10.1016/B978-0-32-385227-2.00013-9,2022,Chapter Six: Deep learning techniques for optical monitoring,Machine Learning for Future Fiber-Optic Communication Systems
10.1016/B978-0-12-824277-3.00005-0,2022,Chapter 7: Morphological Analysis,Sustainable Energy Transition for Cities
10.1016/B978-0-323-91946-3.00004-3,2022,Chapter 3: Seismic wave modeling and high-resolution imaging,Seismic Imaging Methods and Applications for Oil and Gas Exploration
10.1007/s12205-022-1075-4,2022,Evaluation of Water Supply Capacity of a Small Forested Basin Water Supply Facilities Using SWAT Model and Flow Recession Curve,KSCE Journal of Civil Engineering
10.1016/B978-0-12-822477-9.00015-2,2022,11: Vertical farming on facades: transforming building skins for urban food security,Rethinking Building Skins
10.1016/B978-0-323-85597-6.00002-1,2022,Chapter 4: Intelligent systems in air pollution research: a review,Current Trends and Advances in Computer-Aided Intelligent Environmental Data Engineering
10.1016/B978-0-12-816513-3.00012-5,2022,Chapter 2.11: Energy-efficient renovation with internal insulation,Energy-Efficient Retrofit of Buildings by Interior Insulation
10.1007/s12205-022-1474-6,2022,Three-Dimensional and Threefold Nonlinear Numerical Modeling for Slope-Stabilizing Pile,KSCE Journal of Civil Engineering
10.1016/B978-0-323-89861-4.00035-X,2022,Chapter 15: Spatial and seasonal modeling of the land surface temperature using random forest,Computers in Earth and Environmental Sciences
10.1016/B978-0-323-85457-3.00015-3,2022,Chapter 21: Comprehensive multiscale techniques to estimate the compressive strength of concrete incorporated with carbon nanotubes at various curing times and mix proportions,"Graphene, Nanotubes and Quantum Dots-Based Nanotechnology"
10.1016/B978-0-12-816513-3.00006-X,2022,Chapter 2.9: Internally insulating building details in contact with the ground,Energy-Efficient Retrofit of Buildings by Interior Insulation
10.1007/s12205-022-0182-6,2022,Hoek Brown Elastoplastic Damage Model Considering Pore Water Pressure and Its Application to Subsea Tunnel Engineering,KSCE Journal of Civil Engineering
10.1016/B978-0-323-90396-7.20001-1,2022,Index,Artificial Intelligence for Renewable Energy Systems
10.1016/B978-0-12-818234-5.00057-2,2022,4.17: Glacial Lake Outburst Floods: Geomorphological Agents and Hazardous Phenomena,Treatise on Geomorphology
10.1016/B978-0-12-822477-9.00012-7,2022,"8: Building integrated photovoltaic facades: challenges, opportunities and innovations",Rethinking Building Skins
10.1016/B978-0-323-85626-3.00006-5,2022,Chapter 6: Smart energy optimization using new genetic algorithms in Smart Grids with the integration of renewable energy sources,Sustainable Networks in Smart Grid
10.1007/s12205-022-2013-1,2022,Evaluation of Isfahan City Subsidence Rate Using InSAR and Artificial Intelligence,KSCE Journal of Civil Engineering
10.1016/B978-0-12-816513-3.00022-8,2022,Chapter 3.2: Hygrothermal behavior of internal insulation systems with component integrated heating elements,Energy-Efficient Retrofit of Buildings by Interior Insulation
10.1016/B978-0-12-818950-4.00001-X,2022,Chapter 6: Connected health technologies for knowledge extraction and knowledge-based medicine in cardiac care,Personalized Health Systems for Cardiovascular Disease
10.1016/B978-0-323-91135-1.00014-6,2022,16: Governing energy communities: the role of actors and expertise in business model innovation,Energy Communities
10.1016/B978-0-323-98826-1.00001-6,2022,1: Building as a system,Sustainability and Health in Intelligent Buildings
10.1016/B978-0-32-385227-2.00011-5,2022,Chapter Four: Machine learning techniques for passive optical networks,Machine Learning for Future Fiber-Optic Communication Systems
10.1016/B978-0-12-818017-4.00003-3,2022,Chapter 13: Modeling mid-infrared fiber laser systems,Mid-Infrared Fiber Photonics
10.1016/B978-0-323-85159-6.50278-5,2022,Towards An Automated Physical Model Builder: CSTR Case Study,Computer Aided Chemical Engineering
10.1016/B978-0-12-822295-9.00004-2,2022,Chapter 5: Convolutional neural networks: core interpretation with instance segmentation models,Advances in Subsurface Data Analytics
10.1016/B978-0-12-819727-1.00046-7,2022,3.12: Solar Hot Water Heating Systems,Comprehensive Renewable Energy
10.1016/B978-0-12-818234-5.00083-3,2022,1.12: Fuzzy Cognitive Modeling in Coastal Geomorphology,Treatise on Geomorphology
10.1016/B978-0-12-823457-0.00011-2,2022,Chapter 16: A processing chain for estimating crop biophysical parameters using temporal Sentinel-1 synthetic aperture radar data in cloud computing framework,Radar Remote Sensing
10.1016/B978-0-12-822544-8.00010-X,2022,Chapter 3: Rainfall modeling,Rainfall
10.1016/S2542-5196(22)00195-4,2022,Future temperature-related mortality considering physiological and socioeconomic adaptation: a modelling framework,The Lancet Planetary Health
10.1016/B978-0-323-85152-7.00021-5,2022,Chapter 21: Environmental control of PFALs,"Plant Factory Basics, Applications and Advances"
10.1016/B978-0-323-89866-9.00010-9,2022,Chapter 3: Advances in solar greenhouse systems for cultivation of agricultural products,Solar Energy Advancements in Agriculture and Food Production Systems
10.1016/B978-0-323-85539-6.20001-2,2022,Index,Global Urban Heat Island Mitigation
10.1016/B978-0-323-85626-3.00001-6,2022,"Chapter 4: Role of power line communications in the Smart Grid: applications, challenges, and research initiatives",Sustainable Networks in Smart Grid
10.1016/B978-0-12-823941-4.00017-2,2022,Chapter 3: Complexity science for urban solutions,Artificial Intelligence in Urban Planning and Design
10.1016/B978-0-323-90616-6.00008-7,2022,8: Simulation and thermodynamic modeling of heat extraction from abandoned wells,Utilization of Thermal Potential of Abandoned Wells
10.1016/B978-0-12-823959-9.00007-6,2022,Chapter 9: Solar water desalination system,Technologies for Solar Thermal Energy
10.1016/B978-0-12-822477-9.00006-1,2022,18: Mass customization as the convergent vision for the digital transformation of the manufacturing and the building industry,Rethinking Building Skins
10.1016/B978-0-12-824084-7.00002-3,2022,Chapter 11: Environmental experience design research spectrum for energy and human well-being,Handbook of Energy and Environmental Security
10.1016/B978-0-12-823998-8.00014-4,2022,Subchapter 4.1: Modern techniques for identifying mineralization in virgin area,"Innovative Exploration Methods for Minerals, Oil, Gas, and Groundwater for Sustainable Development"
10.1016/B978-0-323-91946-3.00002-X,2022,Chapter 5: Geological reservoir modeling and seismic reservoir monitoring,Seismic Imaging Methods and Applications for Oil and Gas Exploration
10.1016/B978-0-12-820641-6.00008-9,2022,8: Internet of things (IoT) and embedded systems for photovoltaic systems,Handbook of Artificial Intelligence Techniques in Photovoltaic Systems
10.1016/B978-0-12-819727-1.00020-0,2022,3.21: Solar PV Powered Heating and Cooling,Comprehensive Renewable Energy
10.1016/B978-0-12-823941-4.00012-3,2022,"Chapter 4: Classes of AI tools, techniques, and methods",Artificial Intelligence in Urban Planning and Design
10.1016/S2542-5196(22)00244-3,2022,The environmental impact of the Dutch health-care sector beyond climate change: an input–output analysis,The Lancet Planetary Health
10.1016/B978-0-12-824471-5.00014-1,2022,Chapter 7: Data science and advanced analytics for shipping energy systems,Sustainable Energy Systems on Ships
10.1016/B978-0-12-821797-9.00003-9,2022,Chapter 11: Advanced facility management,Construction 4.0
10.1016/B978-0-12-818562-9.00010-8,2022,Chapter 10: Applications of seismic AVA inversions for petrophysical characterization of subsurface targets,Interpreting Subsurface Seismic Data
10.1016/B978-0-323-85539-6.00001-9,2022,Chapter 14: Visualization of landuse change pattern and its impact on Urban Heat Islands,Global Urban Heat Island Mitigation
10.1016/B978-0-323-91918-0.00002-5,2022,Chapter 18: Integrating forward stratigraphic modeling with basin and petroleum system modeling,Deepwater Sedimentary Systems
10.1016/B978-0-32-391773-5.00016-9,2022,Chapter 10: Reasoning over personalized healthcare knowledge graph: a case study of patients with allergies and symptoms,Semantic Models in IoT and eHealth Applications
10.1016/B978-0-12-824277-3.00002-5,2022,Chapter 1: Cities Evolution,Sustainable Energy Transition for Cities
10.1016/B978-0-323-91910-4.00021-2,2022,Chapter 21: Basin-scale subsurface hydrology: Modeling of a stressed and data-scarce aquifer using hillslope-based approach,Current Directions in Water Scarcity Research
10.1016/B978-0-12-821064-2.00011-0,2022,1: Introduction,Building Integrated Photovoltaic Thermal Systems
10.1016/B978-0-12-819727-1.00037-6,2022,4.16: Hybrid Energy Systems for Power of Sustainable Buildings. Case Study: A Renewable Energy Based on-Site Green Electricity Production,Comprehensive Renewable Energy
10.1016/B978-0-12-819520-8.00002-3,2022,4: Mesoscale modeling of shock compression of MESMs,Shock Compression and Chemical Reaction of Multifunctional Energetic Structural Materials
10.1016/B978-0-323-89861-4.00042-7,2022,"Chapter 36: Comparison of the frequency ratio, index of entropy, and artificial neural networks methods for landslide susceptibility mapping: A case study in Pınarbaşı/Kastamonu (North of Turkey)",Computers in Earth and Environmental Sciences
10.1016/B978-0-32-391773-5.00007-8,2022,Chapter 1: Semantic modeling for healthcare applications: an introduction,Semantic Models in IoT and eHealth Applications
10.1016/B978-0-12-818234-5.00158-9,2022,7.03: Physics and Modeling of Wind-Blown Sand Landscapes,Treatise on Geomorphology
10.1016/B978-0-12-819727-1.00002-9,2022,3.02: The Solar Resource,Comprehensive Renewable Energy
10.1016/B978-0-08-102696-0.00014-2,2022,3: Commonly used sensors for civil infrastructures and their associated algorithms,Sensor Technologies for Civil Infrastructures
10.1016/B978-0-12-823941-4.00019-6,2022,Chapter 12: Complexity science-based spatial performance analyses of UNStudio/DP Architects’ SUTD Campus and WOHA's Kampung Admiralty,Artificial Intelligence in Urban Planning and Design
10.1016/B978-0-323-90396-7.00009-2,2022,9: Artificial intelligence and technology in weather forecasting and renewable energy systems: emerging techniques and worldwide studies,Artificial Intelligence for Renewable Energy Systems
10.1016/B978-0-323-89778-5.00007-6,2022,Chapter 37: Artificial intelligence: a way forward for agricultural sciences,Bioinformatics in Agriculture
10.1016/B978-0-12-824114-1.00013-5,2022,Chapter 6: Adaptive robust energy and reserve co-optimization of an integrated electricity and heating system considering wind uncertainty,Optimal Operation of Integrated Multi-Energy Systems Under Uncertainty
10.1016/B978-0-12-818234-5.00053-5,2022,8.19: Rock Coasts,Treatise on Geomorphology
10.1007/s12205-022-0251-x,2022,Developing an Integrated BIM+GIS Web-Based Platform for a Mega Construction Project,KSCE Journal of Civil Engineering
10.1016/B978-0-323-91910-4.00035-2,2022,"Chapter 35: Flash floods and their impact on natural life using surface water model and GIS technique at Wadi Degla natural reserve area, Egypt",Current Directions in Water Scarcity Research
